event_type,state,month,season,magnitude,magnitude_type,begin_lat,begin_lon,damage_property_num
Thunderstorm Wind,NORTH CAROLINA,5,MAM,50.0,EG,35.4708,-79.2217,1000.0
Thunderstorm Wind,NORTH CAROLINA,5,MAM,50.0,EG,35.5284,-78.999,1000.0
Thunderstorm Wind,NORTH CAROLINA,5,MAM,50.0,EG,35.4296,-79.1791,1000.0
Thunderstorm Wind,NORTH CAROLINA,5,MAM,50.0,EG,35.5194,-78.9323,5000.0
Tornado,ARKANSAS,5,MAM,50.0,Unknown,35.238,-94.437,762874.9999999854
Tornado,ARKANSAS,5,MAM,50.0,Unknown,36.089,-93.849,100000.0
Thunderstorm Wind,MICHIGAN,5,MAM,61.0,EG,42.95,-83.2,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,56.0,EG,43.36,-83.92,0.0
Thunderstorm Wind,UTAH,5,MAM,52.0,MG,41.94,-111.39,0.0
Thunderstorm Wind,UTAH,5,MAM,51.0,MG,40.9,-111.85,0.0
Thunderstorm Wind,UTAH,5,MAM,63.0,MG,40.73,-113.28,0.0
Thunderstorm Wind,UTAH,5,MAM,56.0,EG,40.49,-111.33,1000.0
Thunderstorm Wind,UTAH,5,MAM,65.0,MG,41.24,-113.0,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,38.5313,-77.3515,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,38.6505,-77.3443,4000.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,38.9554,-77.7667,3000.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,39.1335,-77.7705,6000.0
Thunderstorm Wind,MARYLAND,5,MAM,52.0,EG,38.4547,-77.2172,2000.0
Thunderstorm Wind,MARYLAND,5,MAM,52.0,EG,39.3628,-77.5912,2000.0
Flash Flood,WEST VIRGINIA,5,MAM,50.0,Unknown,39.139,-79.1944,0.0
Flash Flood,VIRGINIA,5,MAM,50.0,Unknown,38.9721,-78.4311,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,39.1123,-78.053,2000.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,39.1275,-77.6549,2000.0
Thunderstorm Wind,VIRGINIA,5,MAM,65.0,EG,39.1038,-77.7031,20000.0
Thunderstorm Wind,VIRGINIA,5,MAM,56.0,EG,38.7186,-77.2933,5000.0
Thunderstorm Wind,VIRGINIA,5,MAM,56.0,EG,38.7301,-77.3227,5000.0
Flash Flood,KENTUCKY,2,DJF,50.0,Unknown,36.987,-88.637,0.0
Flood,WEST VIRGINIA,2,DJF,50.0,Unknown,37.3901,-81.8068,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,34.48,-85.37,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,34.5,-85.35,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,56.0,EG,34.757,-85.0582,5000.0
Thunderstorm Wind,GEORGIA,5,MAM,56.0,EG,34.69,-84.93,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,48.0,EG,34.71,-84.97,1000.0
Thunderstorm Wind,FLORIDA,5,MAM,45.0,EG,30.04,-81.75,2000.0
Thunderstorm Wind,FLORIDA,5,MAM,50.0,EG,30.01,-81.38,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,42.0,MG,29.67,-81.21,0.0
Lightning,GEORGIA,5,MAM,50.0,Unknown,30.75,-81.59,2000.0
Thunderstorm Wind,GEORGIA,5,MAM,40.0,EG,31.14,-81.59,500.0
Thunderstorm Wind,GEORGIA,5,MAM,50.0,EG,30.75,-81.59,0.0
Thunderstorm Wind,IDAHO,5,MAM,61.0,MG,44.3121,-112.5086,0.0
Thunderstorm Wind,IDAHO,5,MAM,50.0,MG,44.0168,-112.53,0.0
Thunderstorm Wind,IDAHO,5,MAM,50.0,MG,43.57,-112.4196,0.0
Thunderstorm Wind,IDAHO,5,MAM,56.0,MG,43.6695,-112.522,0.0
Thunderstorm Wind,IDAHO,5,MAM,52.0,EG,42.57,-111.72,0.0
Thunderstorm Wind,IDAHO,5,MAM,55.0,MG,42.32,-111.2217,0.0
Thunderstorm Wind,IDAHO,5,MAM,50.0,MG,44.5,-114.23,0.0
Thunderstorm Wind,IDAHO,5,MAM,52.0,MG,43.4465,-113.1183,0.0
Thunderstorm Wind,TEXAS,5,MAM,91.0,EG,27.6802,-97.6416,0.0
Thunderstorm Wind,TEXAS,5,MAM,65.0,EG,27.6566,-97.7563,12000.0
Thunderstorm Wind,TEXAS,5,MAM,52.0,EG,27.65,-98.1,0.0
Thunderstorm Wind,TEXAS,5,MAM,52.0,EG,27.65,-98.09,0.0
Thunderstorm Wind,TEXAS,5,MAM,65.0,EG,27.65,-97.72,0.0
Thunderstorm Wind,TEXAS,5,MAM,100.0,EG,27.64,-97.67,0.0
Thunderstorm Wind,TEXAS,5,MAM,55.0,MG,29.57,-97.91,0.0
Thunderstorm Wind,TEXAS,5,MAM,56.0,EG,29.8,-101.46,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,29.57,-98.23,0.0
Hail,TEXAS,5,MAM,1.5,Unknown,29.45,-100.42,0.0
Hail,TEXAS,5,MAM,2.0,Unknown,29.46,-100.42,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,29.21,-99.79,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,28.96,-98.5,0.0
Thunderstorm Wind,TEXAS,5,MAM,56.0,EG,29.88,-97.94,10000.0
Hail,TEXAS,5,MAM,0.88,Unknown,30.07,-100.02,0.0
Thunderstorm Wind,TEXAS,5,MAM,54.0,MG,29.98,-99.96,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,29.6,-98.71,0.0
Hail,TEXAS,5,MAM,3.0,Unknown,29.5187,-98.7744,0.0
Hail,TEXAS,5,MAM,1.75,Unknown,29.57,-98.67,0.0
Hail,TENNESSEE,5,MAM,0.88,Unknown,36.51,-85.29,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,70.0,EG,36.0856,-85.2317,250000.0
Flash Flood,TENNESSEE,5,MAM,50.0,Unknown,35.1973,-87.0314,0.0
Flash Flood,TENNESSEE,5,MAM,50.0,Unknown,35.0676,-87.3302,0.0
Thunderstorm Wind,ALABAMA,5,MAM,50.0,EG,33.17,-86.25,0.0
Thunderstorm Wind,ALABAMA,5,MAM,50.0,EG,33.3164,-86.1965,0.0
Thunderstorm Wind,ALABAMA,5,MAM,50.0,EG,33.591,-85.9758,0.0
Thunderstorm Wind,COLORADO,5,MAM,55.0,MG,40.68,-103.52,0.0
Thunderstorm Wind,COLORADO,5,MAM,54.0,MG,39.66,-102.91,0.0
Thunderstorm Wind,COLORADO,5,MAM,57.0,MG,40.77,-102.42,0.0
Thunderstorm Wind,COLORADO,5,MAM,52.0,MG,40.52,-102.65,0.0
Flash Flood,VERMONT,5,MAM,50.0,Unknown,44.2524,-72.6141,0.0
Flash Flood,VERMONT,5,MAM,50.0,Unknown,44.1793,-72.8945,0.0
Flash Flood,VERMONT,5,MAM,50.0,Unknown,44.6296,-72.9021,0.0
Hail,TENNESSEE,5,MAM,1.75,Unknown,35.8209,-86.8758,0.0
Hail,TENNESSEE,5,MAM,3.0,Unknown,35.8517,-86.8866,0.0
Hail,TENNESSEE,5,MAM,1.75,Unknown,35.9021,-86.8821,0.0
Tornado,TENNESSEE,5,MAM,50.0,Unknown,35.5233,-86.2471,200000.0
Tornado,TENNESSEE,5,MAM,50.0,Unknown,35.534,-86.243,50000.0
Hail,TENNESSEE,5,MAM,1.5,Unknown,35.74,-85.33,0.0
Thunderstorm Wind,ALABAMA,5,MAM,50.0,EG,31.31,-85.28,0.0
Thunderstorm Wind,ALABAMA,5,MAM,50.0,EG,31.31,-85.3,0.0
Thunderstorm Wind,ALABAMA,5,MAM,50.0,EG,31.59,-85.28,0.0
Tornado,ILLINOIS,5,MAM,50.0,Unknown,39.1643,-87.8026,0.0
Tornado,ILLINOIS,5,MAM,50.0,Unknown,39.1722,-87.6825,0.0
Hail,ILLINOIS,5,MAM,0.88,Unknown,39.75,-89.75,0.0
Hail,ILLINOIS,5,MAM,1.75,Unknown,39.76,-89.62,0.0
Hail,ILLINOIS,5,MAM,1.5,Unknown,39.8319,-89.5585,0.0
Hail,ILLINOIS,5,MAM,2.75,Unknown,39.01,-87.74,0.0
Hail,ILLINOIS,5,MAM,2.0,Unknown,39.0134,-87.7229,0.0
Hail,ILLINOIS,5,MAM,2.75,Unknown,39.01,-87.68,0.0
Hail,ILLINOIS,5,MAM,1.0,Unknown,39.0,-87.74,0.0
Hail,ILLINOIS,5,MAM,1.25,Unknown,39.4945,-88.28,0.0
Hail,ILLINOIS,5,MAM,1.75,Unknown,39.12,-88.54,0.0
Hail,ILLINOIS,5,MAM,1.0,Unknown,39.23,-88.5,0.0
Hail,ILLINOIS,5,MAM,1.75,Unknown,39.17,-88.26,0.0
Hail,ILLINOIS,5,MAM,1.5,Unknown,39.2,-88.15,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,38.0,MG,35.91,-75.59,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,36.0,MG,35.1467,-76.0066,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,42.0,MG,36.1834,-75.7431,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,36.0,MG,34.6799,-76.9177,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,45.0,MG,35.0095,-76.665,0.0
Thunderstorm Wind,WYOMING,5,MAM,59.0,MG,41.75,-106.51,0.0
Hail,NEBRASKA,5,MAM,1.75,Unknown,41.88,-103.66,0.0
Thunderstorm Wind,WYOMING,5,MAM,58.0,MG,41.8,-107.2,0.0
Hail,NEBRASKA,5,MAM,1.25,Unknown,41.94,-103.66,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,56.0,MG,41.23,-103.66,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,52.0,MG,41.83,-103.71,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,54.0,MG,41.13,-102.97,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,55.0,MG,41.19,-103.13,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,55.0,MG,41.16,-102.79,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,EG,33.79,-79.44,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,EG,33.45,-79.56,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,EG,33.74,-79.0,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,EG,33.62,-79.0,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,EG,33.66,-79.06,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,EG,33.68,-78.98,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,EG,33.83,-78.89,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,EG,33.82,-78.94,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,EG,33.75,-78.82,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,EG,33.75,-78.81,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,EG,33.81,-78.71,0.0
Tornado,KANSAS,5,MAM,50.0,Unknown,37.59,-99.2,0.0
Thunderstorm Wind,KANSAS,5,MAM,63.0,MG,38.43,-100.45,0.0
Thunderstorm Wind,KANSAS,5,MAM,56.0,MG,37.14,-101.9,0.0
Hail,KANSAS,5,MAM,1.0,Unknown,38.64,-99.93,0.0
Thunderstorm Wind,KANSAS,5,MAM,52.0,EG,38.45,-99.76,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,69.0,MG,40.53,-101.65,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,66.0,MG,40.48,-101.37,0.0
Hail,NEBRASKA,5,MAM,1.75,Unknown,41.78,-99.29,0.0
Flash Flood,NEBRASKA,5,MAM,50.0,Unknown,41.83,-99.22,20000.0
Hail,NEBRASKA,5,MAM,1.75,Unknown,41.13,-101.0,0.0
Hail,TEXAS,5,MAM,1.5,Unknown,31.406,-94.212,0.0
Hail,TEXAS,5,MAM,1.5,Unknown,31.4168,-94.1615,0.0
Hail,LOUISIANA,5,MAM,1.0,Unknown,31.8303,-92.3806,0.0
Hail,LOUISIANA,5,MAM,1.75,Unknown,31.8179,-92.3306,0.0
Hail,LOUISIANA,5,MAM,1.5,Unknown,31.8588,-92.2814,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,35.4,-84.37,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,61.0,EG,36.06,-83.5,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,65.0,EG,36.15,-82.85,10000.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,35.37,-84.51,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,36.13,-82.95,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,35.77,-84.25,0.0
Thunderstorm Wind,MARYLAND,5,MAM,60.0,EG,38.71,-76.19,0.0
Thunderstorm Wind,MARYLAND,5,MAM,52.0,MG,38.75,-76.01,0.0
Thunderstorm Wind,MARYLAND,5,MAM,55.0,EG,38.88,-75.83,0.0
Lightning,PENNSYLVANIA,5,MAM,50.0,Unknown,40.43,-76.02,10000.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,55.0,EG,40.31,-75.83,0.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,50.0,EG,40.38,-75.92,5000.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,50.0,EG,40.41,-75.94,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,34.0,MG,36.8933,-76.3241,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,38.0,MG,36.98,-76.32,0.0
Marine Thunderstorm Wind,ATLANTIC NORTH,5,MAM,48.0,MG,36.7,-75.92,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,37.34,-76.54,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,37.56,-76.33,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,36.69,-77.03,0.0
Thunderstorm Wind,NORTH CAROLINA,5,MAM,50.0,EG,35.2579,-79.2817,1000.0
Hail,NORTH CAROLINA,5,MAM,1.0,Unknown,35.2767,-78.925,0.0
Thunderstorm Wind,NORTH CAROLINA,5,MAM,50.0,EG,36.2382,-79.9805,3000.0
Hail,NORTH CAROLINA,5,MAM,1.0,Unknown,35.2503,-79.3699,0.0
Flash Flood,NORTH CAROLINA,5,MAM,50.0,Unknown,35.06,-79.04,0.0
Tornado,ARKANSAS,5,MAM,50.0,Unknown,36.082,-93.833,60000.0
Tornado,ARKANSAS,5,MAM,50.0,Unknown,36.16,-93.582,0.0
Tornado,ARKANSAS,5,MAM,50.0,Unknown,36.165,-93.417,30000.0
Thunderstorm Wind,MICHIGAN,5,MAM,56.0,EG,42.89,-82.71,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,56.0,EG,42.43,-83.77,1000.0
Thunderstorm Wind,UTAH,5,MAM,64.0,MG,40.73,-113.28,0.0
Thunderstorm Wind,UTAH,5,MAM,59.0,MG,40.73,-112.2,0.0
Thunderstorm Wind,UTAH,5,MAM,65.0,MG,41.02,-113.57,0.0
Thunderstorm Wind,UTAH,5,MAM,61.0,MG,40.72,-112.23,0.0
Thunderstorm Wind,UTAH,5,MAM,51.0,MG,40.73,-113.28,0.0
Flash Flood,VIRGINIA,5,MAM,50.0,Unknown,39.0684,-78.4018,0.0
Flash Flood,VIRGINIA,5,MAM,50.0,Unknown,38.9843,-78.4605,0.0
Flash Flood,VIRGINIA,5,MAM,50.0,Unknown,38.029,-78.524,0.0
Flood,VIRGINIA,5,MAM,50.0,Unknown,38.8456,-77.2391,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,38.5471,-78.9258,0.0
Hail,VIRGINIA,5,MAM,1.75,Unknown,38.4661,-78.8817,0.0
Hail,VIRGINIA,5,MAM,1.0,Unknown,38.4367,-78.8925,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,38.7434,-77.2341,2000.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,38.811,-77.2315,2000.0
Thunderstorm Wind,VIRGINIA,5,MAM,61.0,EG,38.7819,-77.1458,10000.0
Thunderstorm Wind,VIRGINIA,5,MAM,56.0,EG,38.821,-77.0862,25000.0
Hail,VIRGINIA,5,MAM,1.25,Unknown,38.8487,-77.1342,0.0
Flood,WEST VIRGINIA,2,DJF,50.0,Unknown,38.9358,-80.8463,250.0
Flood,WEST VIRGINIA,2,DJF,50.0,Unknown,37.7543,-81.1497,0.0
Thunderstorm Wind,GEORGIA,5,MAM,43.0,EG,32.8849,-84.5987,1000.0
Thunderstorm Wind,GEORGIA,5,MAM,52.0,EG,33.17,-84.86,8000.0
Thunderstorm Wind,GEORGIA,5,MAM,48.0,EG,32.8906,-84.6524,10000.0
Thunderstorm Wind,GEORGIA,5,MAM,48.0,EG,32.8847,-84.6011,5000.0
Thunderstorm Wind,GEORGIA,5,MAM,48.0,EG,33.0247,-84.3903,5000.0
Heavy Rain,FLORIDA,5,MAM,50.0,Unknown,30.24,-81.44,0.0
Thunderstorm Wind,IDAHO,5,MAM,50.0,EG,43.0767,-114.1852,0.0
Thunderstorm Wind,IDAHO,5,MAM,53.0,MG,43.6787,-113.0,0.0
Thunderstorm Wind,IDAHO,5,MAM,57.0,MG,43.78,-112.7595,0.0
Thunderstorm Wind,IDAHO,5,MAM,51.0,MG,43.32,-112.6897,0.0
Thunderstorm Wind,IDAHO,5,MAM,55.0,MG,43.6,-113.0702,0.0
Thunderstorm Wind,IDAHO,5,MAM,51.0,MG,43.8631,-112.722,0.0
Thunderstorm Wind,IDAHO,5,MAM,50.0,EG,43.83,-112.3498,0.0
Thunderstorm Wind,IDAHO,5,MAM,55.0,MG,43.6463,-112.9234,0.0
Thunderstorm Wind,IDAHO,5,MAM,52.0,MG,44.0102,-112.2342,0.0
Thunderstorm Wind,IDAHO,5,MAM,57.0,MG,43.8631,-112.722,0.0
Thunderstorm Wind,IDAHO,5,MAM,62.0,MG,44.0168,-112.53,0.0
Thunderstorm Wind,IDAHO,5,MAM,58.0,MG,44.3121,-112.5086,0.0
Hail,NORTH CAROLINA,5,MAM,1.25,Unknown,35.7,-82.8,0.0
Hail,NORTH CAROLINA,5,MAM,1.75,Unknown,35.55,-81.96,0.0
Hail,NORTH CAROLINA,5,MAM,1.75,Unknown,35.62,-82.629,0.0
Hail,NORTH CAROLINA,5,MAM,1.0,Unknown,35.651,-82.69,0.0
Thunderstorm Wind,TEXAS,5,MAM,87.0,EG,27.7389,-98.1102,0.0
Thunderstorm Wind,TEXAS,5,MAM,87.0,EG,27.7445,-98.0951,0.0
Thunderstorm Wind,TEXAS,5,MAM,65.0,EG,27.67,-97.75,0.0
Thunderstorm Wind,TEXAS,5,MAM,52.0,EG,27.5745,-97.7849,36000.0
Thunderstorm Wind,TEXAS,5,MAM,91.0,EG,27.64,-97.63,0.0
Thunderstorm Wind,TEXAS,5,MAM,52.0,EG,27.55,-97.84,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,30.21,-97.11,0.0
Hail,TEXAS,5,MAM,0.75,Unknown,30.7,-97.79,0.0
Hail,TEXAS,5,MAM,0.75,Unknown,30.69,-97.85,0.0
Hail,TEXAS,5,MAM,1.25,Unknown,30.21,-97.14,0.0
Hail,TEXAS,5,MAM,1.5,Unknown,30.2631,-97.0116,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,30.8,-97.92,0.0
Hail,TEXAS,5,MAM,1.25,Unknown,30.81,-97.92,0.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,30.54,-97.84,0.0
Flash Flood,TEXAS,5,MAM,50.0,Unknown,30.43,-97.7,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,29.56,-98.69,0.0
Hail,TEXAS,5,MAM,2.5,Unknown,29.62,-98.79,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,29.52,-98.66,0.0
Hail,TEXAS,5,MAM,1.5,Unknown,29.52,-98.66,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,29.59,-98.62,0.0
Hail,TEXAS,5,MAM,1.0,Unknown,29.58,-98.6,0.0
Lightning,TENNESSEE,5,MAM,50.0,Unknown,36.0663,-85.2503,100000.0
Thunderstorm Wind,TENNESSEE,5,MAM,43.0,EG,35.8202,-86.0694,5000.0
Thunderstorm Wind,SOUTH DAKOTA,5,MAM,52.0,EG,45.85,-101.63,0.0
Thunderstorm Wind,MASSACHUSETTS,5,MAM,50.0,EG,42.52,-72.48,1000.0
Thunderstorm Wind,MASSACHUSETTS,5,MAM,50.0,EG,42.55,-72.13,500.0
Thunderstorm Wind,MASSACHUSETTS,5,MAM,50.0,EG,42.55,-72.07,500.0
Thunderstorm Wind,ALABAMA,5,MAM,50.0,EG,34.3101,-85.5917,0.0
Thunderstorm Wind,ALABAMA,5,MAM,40.0,EG,33.8866,-85.7313,500.0
Thunderstorm Wind,ALABAMA,5,MAM,35.0,EG,33.1403,-86.2729,500.0
Thunderstorm Wind,COLORADO,5,MAM,58.0,MG,40.47,-102.3,0.0
Thunderstorm Wind,COLORADO,5,MAM,52.0,MG,40.57,-102.28,0.0
Thunderstorm Wind,COLORADO,5,MAM,61.0,MG,40.47,-102.3,0.0
Thunderstorm Wind,COLORADO,5,MAM,52.0,MG,40.61,-102.1,0.0
Flash Flood,VERMONT,5,MAM,50.0,Unknown,43.6437,-72.3576,250000.0
Hail,TENNESSEE,5,MAM,1.0,Unknown,35.8607,-86.8469,0.0
Hail,TENNESSEE,5,MAM,2.0,Unknown,35.8878,-86.8521,0.0
Hail,TENNESSEE,5,MAM,1.75,Unknown,35.8995,-86.8494,0.0
Flash Flood,TENNESSEE,5,MAM,50.0,Unknown,35.8909,-86.9282,0.0
Flash Flood,TENNESSEE,5,MAM,50.0,Unknown,35.85,-86.73,0.0
Flash Flood,TENNESSEE,5,MAM,50.0,Unknown,35.88,-86.75,0.0
Tornado,ALABAMA,5,MAM,50.0,Unknown,30.9961,-85.6189,5000.0
Marine Thunderstorm Wind,GULF OF MEXICO,5,MAM,49.0,MG,28.0422,-97.1106,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,61.0,EG,39.77,-89.64,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,52.0,EG,39.41,-88.81,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,61.0,EG,39.77,-89.05,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,61.0,EG,39.8374,-88.8972,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,61.0,EG,39.77,-88.88,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,61.0,EG,39.81,-88.94,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,61.0,EG,39.85,-88.95,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,52.0,EG,39.05,-88.77,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,52.0,EG,39.0668,-88.7102,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,52.0,EG,39.1408,-88.614,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,52.0,EG,39.0908,-88.6331,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,52.0,EG,39.1501,-88.5669,0.0
Thunderstorm Wind,ILLINOIS,5,MAM,51.0,MG,40.04,-88.28,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,39.0,EG,35.1501,-76.0103,0.0
Marine Thunderstorm Wind,ATLANTIC SOUTH,5,MAM,38.0,MG,35.01,-75.4,0.0
Thunderstorm Wind,NEW YORK,5,MAM,50.0,EG,41.32,-74.57,5000.0
Thunderstorm Wind,NEW YORK,5,MAM,50.0,EG,41.2,-73.73,5000.0
Thunderstorm Wind,NEW YORK,5,MAM,50.0,EG,40.8298,-73.95,20000.0
Thunderstorm Wind,CONNECTICUT,5,MAM,50.0,EG,41.27,-73.5,3000.0
Thunderstorm Wind,NEBRASKA,5,MAM,56.0,MG,41.13,-102.97,0.0
Hail,WYOMING,5,MAM,1.0,Unknown,42.05,-104.9,0.0
Hail,NEBRASKA,5,MAM,1.0,Unknown,41.1,-103.31,0.0
Hail,NEBRASKA,5,MAM,1.0,Unknown,41.07,-103.05,0.0
Hail,NEBRASKA,5,MAM,1.0,Unknown,41.08,-102.97,0.0
Hail,NEBRASKA,5,MAM,2.0,Unknown,41.08,-102.97,0.0
Hail,NEBRASKA,5,MAM,1.0,Unknown,41.16,-102.97,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,61.0,MG,41.23,-103.66,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,60.0,MG,41.87,-103.66,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,60.0,MG,41.87,-103.74,0.0
Thunderstorm Wind,NEBRASKA,5,MAM,62.0,MG,41.87,-103.66,0.0
Hail,WYOMING,5,MAM,1.75,Unknown,42.05,-104.52,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,51.0,MG,33.69,-78.93,0.0
Thunderstorm Wind,SOUTH CAROLINA,5,MAM,50.0,MG,33.81,-78.72,0.0
Thunderstorm Wind,MICHIGAN,5,MAM,61.0,EG,42.0698,-86.5077,5000.0
Thunderstorm Wind,OHIO,5,MAM,61.0,EG,40.8353,-84.3364,10000.0
Thunderstorm Wind,OHIO,5,MAM,61.0,EG,40.86,-84.59,1000.0
Thunderstorm Wind,OHIO,5,MAM,61.0,EG,40.6809,-83.93,1000.0
Thunderstorm Wind,KANSAS,5,MAM,50.0,MG,38.5,-100.88,0.0
Thunderstorm Wind,KANSAS,5,MAM,56.0,MG,38.01,-99.65,0.0
Thunderstorm Wind,KANSAS,5,MAM,52.0,EG,38.08,-99.9,0.0
Thunderstorm Wind,KANSAS,5,MAM,52.0,EG,38.08,-99.89,5000.0
Thunderstorm Wind,KANSAS,5,MAM,76.0,MG,38.1,-99.9,0.0
Hail,NEBRASKA,5,MAM,2.0,Unknown,41.16,-100.92,0.0
Hail,NEBRASKA,5,MAM,2.5,Unknown,41.27,-100.95,0.0
Hail,NEBRASKA,5,MAM,1.25,Unknown,41.78,-99.17,0.0
Hail,NEBRASKA,5,MAM,1.75,Unknown,41.13,-100.96,0.0
Hail,NEBRASKA,5,MAM,1.0,Unknown,41.83,-99.3,0.0
Hail,TEXAS,5,MAM,1.25,Unknown,31.3149,-94.2628,0.0
Hail,LOUISIANA,5,MAM,1.5,Unknown,32.6278,-92.4127,0.0
Hail,LOUISIANA,5,MAM,1.0,Unknown,31.6442,-92.1852,0.0
Thunderstorm Wind,OKLAHOMA,5,MAM,56.0,EG,34.348,-94.8166,0.0
Thunderstorm Wind,ARKANSAS,5,MAM,52.0,EG,33.7237,-94.0143,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,61.0,EG,35.88,-83.16,0.0
Thunderstorm Wind,TENNESSEE,5,MAM,52.0,EG,35.45,-84.2,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,36.86,-82.74,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,36.72,-82.01,0.0
Thunderstorm Wind,VIRGINIA,5,MAM,52.0,EG,36.93,-82.63,0.0
Thunderstorm Wind,NORTH CAROLINA,5,MAM,52.0,EG,35.07,-84.05,0.0
Thunderstorm Wind,NORTH CAROLINA,5,MAM,61.0,EG,34.99,-83.89,0.0
Thunderstorm Wind,PENNSYLVANIA,5,MAM,55.0,EG,40.04,-75.5,0.0
